seed,kind,missing_groups,drop_set,miou,n_sets_at_m,enumerated
0,b1,5,2|3|6|8|9,10.0958,252,1
0,b1,5,2|3|7|8|9,12.2768,252,1
0,b1,5,2|4|5|6|7,12.1874,252,1
0,b1,5,2|4|5|6|8,8.4630,252,1
0,b1,5,2|4|5|6|9,11.3754,252,1
0,b1,5,2|4|5|7|8,10.7852,252,1
0,b1,5,2|4|5|7|9,13.4331,252,1
0,b1,5,2|4|5|8|9,9.0334,252,1
0,b1,5,2|4|6|7|8,11.3848,252,1
0,b1,5,2|4|6|7|9,9.6437,252,1
0,b1,5,2|4|6|8|9,4.9912,252,1
0,b1,5,2|4|7|8|9,8.3218,252,1
0,b1,5,2|5|6|7|8,13.0730,252,1
0,b1,5,2|5|6|7|9,11.9094,252,1
0,b1,5,2|5|6|8|9,8.6135,252,1
0,b1,5,2|5|7|8|9,11.4938,252,1
0,b1,5,2|6|7|8|9,8.5517,252,1
0,b1,5,3|4|5|6|7,7.8548,252,1
0,b1,5,3|4|5|6|8,6.8475,252,1
0,b1,5,3|4|5|6|9,8.1930,252,1
0,b1,5,3|4|5|7|8,15.5967,252,1
0,b1,5,3|4|5|7|9,16.9330,252,1
0,b1,5,3|4|5|8|9,7.4565,252,1
0,b1,5,3|4|6|7|8,6.3640,252,1
0,b1,5,3|4|6|7|9,6.2397,252,1
0,b1,5,3|4|6|8|9,4.6421,252,1
0,b1,5,3|4|7|8|9,8.2699,252,1
0,b1,5,3|5|6|7|8,12.2363,252,1
0,b1,5,3|5|6|7|9,10.0885,252,1
0,b1,5,3|5|6|8|9,7.6116,252,1
0,b1,5,3|5|7|8|9,15.5601,252,1
0,b1,5,3|6|7|8|9,11.9586,252,1
0,b1,5,4|5|6|7|8,6.9751,252,1
0,b1,5,4|5|6|7|9,6.4187,252,1
0,b1,5,4|5|6|8|9,3.1652,252,1
0,b1,5,4|5|7|8|9,9.0783,252,1
0,b1,5,4|6|7|8|9,4.9078,252,1
0,b1,5,5|6|7|8|9,12.8986,252,1
0,b1,6,0|1|2|3|4|5,2.6727,210,1
0,b1,6,0|1|2|3|4|6,2.2190,210,1
0,b1,6,0|1|2|3|4|7,3.1795,210,1
0,b1,6,0|1|2|3|4|8,7.1326,210,1
0,b1,6,0|1|2|3|4|9,4.7206,210,1
0,b1,6,0|1|2|3|5|6,4.0592,210,1
0,b1,6,0|1|2|3|5|7,4.0531,210,1
0,b1,6,0|1|2|3|5|8,5.3592,210,1
0,b1,6,0|1|2|3|5|9,5.9079,210,1
0,b1,6,0|1|2|3|6|7,5.8620,210,1
0,b1,6,0|1|2|3|6|8,8.1728,210,1
0,b1,6,0|1|2|3|6|9,10.9311,210,1
0,b1,6,0|1|2|3|7|8,6.8010,210,1
0,b1,6,0|1|2|3|7|9,6.4560,210,1
0,b1,6,0|1|2|3|8|9,7.4458,210,1
0,b1,6,0|1|2|4|5|6,3.3473,210,1
0,b1,6,0|1|2|4|5|7,6.8138,210,1
0,b1,6,0|1|2|4|5|8,11.1919,210,1
0,b1,6,0|1|2|4|5|9,10.2494,210,1
0,b1,6,0|1|2|4|6|7,8.5139,210,1
0,b1,6,0|1|2|4|6|8,11.8938,210,1
0,b1,6,0|1|2|4|6|9,11.4915,210,1
0,b1,6,0|1|2|4|7|8,12.7862,210,1
0,b1,6,0|1|2|4|7|9,13.3284,210,1
0,b1,6,0|1|2|4|8|9,7.1503,210,1
0,b1,6,0|1|2|5|6|7,7.5668,210,1
0,b1,6,0|1|2|5|6|8,7.6132,210,1
0,b1,6,0|1|2|5|6|9,10.6041,210,1
0,b1,6,0|1|2|5|7|8,13.6742,210,1
0,b1,6,0|1|2|5|7|9,9.4763,210,1
0,b1,6,0|1|2|5|8|9,5.6756,210,1
0,b1,6,0|1|2|6|7|8,9.4501,210,1
0,b1,6,0|1|2|6|7|9,8.7154,210,1
0,b1,6,0|1|2|6|8|9,7.7769,210,1
0,b1,6,0|1|2|7|8|9,6.1532,210,1
0,b1,6,0|1|3|4|5|6,3.4255,210,1
0,b1,6,0|1|3|4|5|7,4.2829,210,1
0,b1,6,0|1|3|4|5|8,9.4240,210,1
0,b1,6,0|1|3|4|5|9,10.2240,210,1
0,b1,6,0|1|3|4|6|7,7.9368,210,1
0,b1,6,0|1|3|4|6|8,11.2477,210,1
0,b1,6,0|1|3|4|6|9,15.6888,210,1
0,b1,6,0|1|3|4|7|8,13.6278,210,1
0,b1,6,0|1|3|4|7|9,11.7915,210,1
0,b1,6,0|1|3|4|8|9,7.6263,210,1
0,b1,6,0|1|3|5|6|7,7.3565,210,1
0,b1,6,0|1|3|5|6|8,11.2097,210,1
0,b1,6,0|1|3|5|6|9,15.1261,210,1
0,b1,6,0|1|3|5|7|8,15.3108,210,1
0,b1,6,0|1|3|5|7|9,13.5381,210,1
0,b1,6,0|1|3|5|8|9,10.4600,210,1
0,b1,6,0|1|3|6|7|8,11.0531,210,1
0,b1,6,0|1|3|6|7|9,15.5933,210,1
0,b1,6,0|1|3|6|8|9,13.4501,210,1
0,b1,6,0|1|3|7|8|9,9.5470,210,1
0,b1,6,0|1|4|5|6|7,7.8595,210,1
0,b1,6,0|1|4|5|6|8,8.1523,210,1
0,b1,6,0|1|4|5|6|9,8.5855,210,1
0,b1,6,0|1|4|5|7|8,17.7270,210,1
0,b1,6,0|1|4|5|7|9,11.7904,210,1
0,b1,6,0|1|4|5|8|9,6.9467,210,1
0,b1,6,0|1|4|6|7|8,12.1222,210,1
0,b1,6,0|1|4|6|7|9,8.9386,210,1
0,b1,6,0|1|4|6|8|9,4.5493,210,1
0,b1,6,0|1|4|7|8|9,5.0157,210,1
0,b1,6,0|1|5|6|7|8,11.9646,210,1
0,b1,6,0|1|5|6|7|9,12.1696,210,1
0,b1,6,0|1|5|6|8|9,4.0971,210,1
0,b1,6,0|1|5|7|8|9,7.6354,210,1
0,b1,6,0|1|6|7|8|9,4.4527,210,1
0,b1,6,0|2|3|4|5|6,3.4613,210,1
0,b1,6,0|2|3|4|5|7,5.4082,210,1
0,b1,6,0|2|3|4|5|8,9.5143,210,1
0,b1,6,0|2|3|4|5|9,7.7544,210,1
0,b1,6,0|2|3|4|6|7,6.5985,210,1
0,b1,6,0|2|3|4|6|8,8.0488,210,1
0,b1,6,0|2|3|4|6|9,11.5813,210,1
0,b1,6,0|2|3|4|7|8,13.9257,210,1
0,b1,6,0|2|3|4|7|9,13.2534,210,1
0,b1,6,0|2|3|4|8|9,4.8519,210,1
0,b1,6,0|2|3|5|6|7,8.8571,210,1
0,b1,6,0|2|3|5|6|8,10.7889,210,1
0,b1,6,0|2|3|5|6|9,11.0134,210,1
0,b1,6,0|2|3|5|7|8,12.3151,210,1
0,b1,6,0|2|3|5|7|9,13.3820,210,1
0,b1,6,0|2|3|5|8|9,11.0896,210,1
0,b1,6,0|2|3|6|7|8,9.4130,210,1
0,b1,6,0|2|3|6|7|9,10.3590,210,1
0,b1,6,0|2|3|6|8|9,9.8131,210,1
0,b1,6,0|2|3|7|8|9,10.6610,210,1
0,b1,6,0|2|4|5|6|7,4.1276,210,1
0,b1,6,0|2|4|5|6|8,10.7145,210,1
0,b1,6,0|2|4|5|6|9,9.9670,210,1
0,b1,6,0|2|4|5|7|8,13.6002,210,1
0,b1,6,0|2|4|5|7|9,12.6284,210,1
0,b1,6,0|2|4|5|8|9,4.4815,210,1
0,b1,6,0|2|4|6|7|8,12.0167,210,1
0,b1,6,0|2|4|6|7|9,12.1119,210,1
0,b1,6,0|2|4|6|8|9,8.3854,210,1
0,b1,6,0|2|4|7|8|9,9.0106,210,1
0,b1,6,0|2|5|6|7|8,12.4081,210,1
0,b1,6,0|2|5|6|7|9,13.3214,210,1
0,b1,6,0|2|5|6|8|9,6.7772,210,1
0,b1,6,0|2|5|7|8|9,7.7800,210,1
0,b1,6,0|2|6|7|8|9,10.0708,210,1
0,b1,6,0|3|4|5|6|7,3.4356,210,1
0,b1,6,0|3|4|5|6|8,6.6707,210,1
0,b1,6,0|3|4|5|6|9,6.6971,210,1
0,b1,6,0|3|4|5|7|8,12.2669,210,1
0,b1,6,0|3|4|5|7|9,12.6257,210,1
0,b1,6,0|3|4|5|8|9,6.4381,210,1
0,b1,6,0|3|4|6|7|8,4.7812,210,1
0,b1,6,0|3|4|6|7|9,9.0826,210,1
0,b1,6,0|3|4|6|8|9,4.5043,210,1
0,b1,6,0|3|4|7|8|9,7.2701,210,1
0,b1,6,0|3|5|6|7|8,10.8562,210,1
0,b1,6,0|3|5|6|7|9,12.0270,210,1
0,b1,6,0|3|5|6|8|9,9.2219,210,1
0,b1,6,0|3|5|7|8|9,11.6060,210,1
0,b1,6,0|3|6|7|8|9,9.1932,210,1
0,b1,6,0|4|5|6|7|8,8.6295,210,1
0,b1,6,0|4|5|6|7|9,8.2881,210,1
0,b1,6,0|4|5|6|8|9,3.5516,210,1
0,b1,6,0|4|5|7|8|9,8.8245,210,1
0,b1,6,0|4|6|7|8|9,8.1703,210,1
0,b1,6,0|5|6|7|8|9,9.8472,210,1
0,b1,6,1|2|3|4|5|6,2.6701,210,1
0,b1,6,1|2|3|4|5|7,4.8091,210,1
0,b1,6,1|2|3|4|5|8,5.8863,210,1
0,b1,6,1|2|3|4|5|9,4.8459,210,1
0,b1,6,1|2|3|4|6|7,2.2091,210,1
0,b1,6,1|2|3|4|6|8,6.0883,210,1
0,b1,6,1|2|3|4|6|9,6.1893,210,1
0,b1,6,1|2|3|4|7|8,3.8106,210,1
0,b1,6,1|2|3|4|7|9,3.5073,210,1
0,b1,6,1|2|3|4|8|9,2.1060,210,1
0,b1,6,1|2|3|5|6|7,6.5325,210,1
0,b1,6,1|2|3|5|6|8,13.8563,210,1
0,b1,6,1|2|3|5|6|9,16.1445,210,1
0,b1,6,1|2|3|5|7|8,9.1656,210,1
0,b1,6,1|2|3|5|7|9,7.0718,210,1
0,b1,6,1|2|3|5|8|9,6.7512,210,1
0,b1,6,1|2|3|6|7|8,10.9612,210,1
0,b1,6,1|2|3|6|7|9,13.5998,210,1
0,b1,6,1|2|3|6|8|9,7.9422,210,1
0,b1,6,1|2|3|7|8|9,7.0061,210,1
0,b1,6,1|2|4|5|6|7,3.8679,210,1
0,b1,6,1|2|4|5|6|8,4.1128,210,1
0,b1,6,1|2|4|5|6|9,3.9750,210,1
0,b1,6,1|2|4|5|7|8,6.4252,210,1
0,b1,6,1|2|4|5|7|9,4.6528,210,1
0,b1,6,1|2|4|5|8|9,3.0482,210,1
0,b1,6,1|2|4|6|7|8,9.2232,210,1
0,b1,6,1|2|4|6|7|9,5.9043,210,1
0,b1,6,1|2|4|6|8|9,3.3347,210,1
0,b1,6,1|2|4|7|8|9,3.2894,210,1
0,b1,6,1|2|5|6|7|8,5.0358,210,1
0,b1,6,1|2|5|6|7|9,4.7176,210,1
0,b1,6,1|2|5|6|8|9,4.8469,210,1
0,b1,6,1|2|5|7|8|9,5.1907,210,1
0,b1,6,1|2|6|7|8|9,3.0210,210,1
0,b1,6,1|3|4|5|6|7,2.4948,210,1
0,b1,6,1|3|4|5|6|8,4.1536,210,1
0,b1,6,1|3|4|5|6|9,7.5360,210,1
0,b1,6,1|3|4|5|7|8,8.2498,210,1
0,b1,6,1|3|4|5|7|9,6.4276,210,1
0,b1,6,1|3|4|5|8|9,2.8314,210,1
0,b1,6,1|3|4|6|7|8,4.0518,210,1
0,b1,6,1|3|4|6|7|9,8.4245,210,1
0,b1,6,1|3|4|6|8|9,3.4009,210,1
0,b1,6,1|3|4|7|8|9,2.4747,210,1
0,b1,6,1|3|5|6|7|8,8.7453,210,1
0,b1,6,1|3|5|6|7|9,12.6606,210,1
0,b1,6,1|3|5|6|8|9,6.1608,210,1
0,b1,6,1|3|5|7|8|9,7.8767,210,1
0,b1,6,1|3|6|7|8|9,4.2864,210,1
0,b1,6,1|4|5|6|7|8,3.8243,210,1
0,b1,6,1|4|5|6|7|9,4.1930,210,1
0,b1,6,1|4|5|6|8|9,5.5647,210,1
0,b1,6,1|4|5|7|8|9,3.5387,210,1
0,b1,6,1|4|6|7|8|9,3.8155,210,1
0,b1,6,1|5|6|7|8|9,3.9717,210,1
0,b1,6,2|3|4|5|6|7,9.7035,210,1
0,b1,6,2|3|4|5|6|8,4.9273,210,1
0,b1,6,2|3|4|5|6|9,6.9403,210,1
0,b1,6,2|3|4|5|7|8,9.0325,210,1
0,b1,6,2|3|4|5|7|9,10.2214,210,1
0,b1,6,2|3|4|5|8|9,6.9083,210,1
0,b1,6,2|3|4|6|7|8,3.9000,210,1
0,b1,6,2|3|4|6|7|9,4.8415,210,1
0,b1,6,2|3|4|6|8|9,5.7768,210,1
0,b1,6,2|3|4|7|8|9,9.0286,210,1
0,b1,6,2|3|5|6|7|8,9.9422,210,1
0,b1,6,2|3|5|6|7|9,9.3692,210,1
0,b1,6,2|3|5|6|8|9,6.9426,210,1
0,b1,6,2|3|5|7|8|9,10.9750,210,1
0,b1,6,2|3|6|7|8|9,11.9694,210,1
0,b1,6,2|4|5|6|7|8,5.5519,210,1
0,b1,6,2|4|5|6|7|9,5.1819,210,1
0,b1,6,2|4|5|6|8|9,4.3225,210,1
0,b1,6,2|4|5|7|8|9,7.6444,210,1
0,b1,6,2|4|6|7|8|9,4.4755,210,1
0,b1,6,2|5|6|7|8|9,6.3939,210,1
0,b1,6,3|4|5|6|7|8,6.1499,210,1
0,b1,6,3|4|5|6|7|9,5.9124,210,1
0,b1,6,3|4|5|6|8|9,4.4713,210,1
0,b1,6,3|4|5|7|8|9,9.3636,210,1
0,b1,6,3|4|6|7|8|9,2.1152,210,1
0,b1,6,3|5|6|7|8|9,7.2984,210,1
0,b1,6,4|5|6|7|8|9,5.4302,210,1
0,b2,0,,66.6002,1,1
0,b2,1,0,64.8161,10,1
0,b2,1,1,59.5127,10,1
0,b2,1,2,65.3380,10,1
0,b2,1,3,66.8861,10,1
0,b2,1,4,64.2074,10,1
0,b2,1,5,66.3824,10,1
0,b2,1,6,65.7545,10,1
0,b2,1,7,65.4744,10,1
0,b2,1,8,65.5905,10,1
0,b2,1,9,66.5854,10,1
0,b2,2,0|1,49.2639,45,1
0,b2,2,0|2,63.0882,45,1
0,b2,2,0|3,64.3512,45,1
0,b2,2,0|4,61.1017,45,1
0,b2,2,0|5,63.1097,45,1
0,b2,2,0|6,62.6734,45,1
0,b2,2,0|7,62.2464,45,1
0,b2,2,0|8,63.1892,45,1
0,b2,2,0|9,63.7174,45,1
0,b2,2,1|2,58.1501,45,1
0,b2,2,1|3,58.6818,45,1
0,b2,2,1|4,56.9247,45,1
0,b2,2,1|5,58.6935,45,1
0,b2,2,1|6,59.1967,45,1
0,b2,2,1|7,58.0553,45,1
0,b2,2,1|8,58.5970,45,1
0,b2,2,1|9,59.8833,45,1
0,b2,2,2|3,59.5758,45,1
0,b2,2,2|4,61.5675,45,1
0,b2,2,2|5,63.5858,45,1
0,b2,2,2|6,63.9507,45,1
0,b2,2,2|7,65.6963,45,1
0,b2,2,2|8,65.6776,45,1
0,b2,2,2|9,66.0627,45,1
0,b2,2,3|4,60.7188,45,1
0,b2,2,3|5,65.3266,45,1
0,b2,2,3|6,65.4657,45,1
0,b2,2,3|7,65.2559,45,1
0,b2,2,3|8,65.3333,45,1
0,b2,2,3|9,66.0030,45,1
0,b2,2,4|5,63.3122,45,1
0,b2,2,4|6,62.3827,45,1
0,b2,2,4|7,62.4384,45,1
0,b2,2,4|8,61.7691,45,1
0,b2,2,4|9,63.0394,45,1
0,b2,2,5|6,66.3505,45,1
0,b2,2,5|7,65.0768,45,1
0,b2,2,5|8,65.2115,45,1
0,b2,2,5|9,67.1794,45,1
0,b2,2,6|7,64.9251,45,1
0,b2,2,6|8,65.1514,45,1
0,b2,2,6|9,65.6034,45,1
0,b2,2,7|8,63.7562,45,1
0,b2,2,7|9,64.9208,45,1
0,b2,2,8|9,65.0148,45,1
0,b2,3,0|1|2,45.4367,120,1
0,b2,3,0|1|3,48.4746,120,1
0,b2,3,0|1|4,44.0594,120,1
0,b2,3,0|1|5,45.0139,120,1
0,b2,3,0|1|6,48.1970,120,1
0,b2,3,0|1|7,47.0905,120,1
0,b2,3,0|1|8,47.6770,120,1
0,b2,3,0|1|9,47.0815,120,1
0,b2,3,0|2|3,55.0545,120,1
0,b2,3,0|2|4,58.5751,120,1
0,b2,3,0|2|5,59.9524,120,1
0,b2,3,0|2|6,61.8166,120,1
0,b2,3,0|2|7,61.1270,120,1
0,b2,3,0|2|8,62.8481,120,1
0,b2,3,0|2|9,62.5044,120,1
0,b2,3,0|3|4,58.4493,120,1
0,b2,3,0|3|5,63.0942,120,1
0,b2,3,0|3|6,63.4649,120,1
0,b2,3,0|3|7,62.9542,120,1
0,b2,3,0|3|8,63.8175,120,1
0,b2,3,0|3|9,62.5519,120,1
0,b2,3,0|4|5,57.9490,120,1
0,b2,3,0|4|6,61.2772,120,1
0,b2,3,0|4|7,57.8318,120,1
0,b2,3,0|4|8,59.9491,120,1
0,b2,3,0|4|9,60.0360,120,1
0,b2,3,0|5|6,61.4884,120,1
0,b2,3,0|5|7,60.2603,120,1
0,b2,3,0|5|8,61.6682,120,1
0,b2,3,0|5|9,62.3660,120,1
0,b2,3,0|6|7,60.8811,120,1
0,b2,3,0|6|8,61.8437,120,1
0,b2,3,0|6|9,62.4868,120,1
0,b2,3,0|7|8,58.7920,120,1
0,b2,3,0|7|9,60.9830,120,1
0,b2,3,0|8|9,60.3722,120,1
0,b2,3,1|2|3,44.6267,120,1
0,b2,3,1|2|4,52.6085,120,1
0,b2,3,1|2|5,55.1831,120,1
0,b2,3,1|2|6,57.2686,120,1
0,b2,3,1|2|7,56.9850,120,1
0,b2,3,1|2|8,58.0568,120,1
0,b2,3,1|2|9,58.4467,120,1
0,b2,3,1|3|4,52.6091,120,1
0,b2,3,1|3|5,55.7495,120,1
0,b2,3,1|3|6,59.0697,120,1
0,b2,3,1|3|7,57.7408,120,1
0,b2,3,1|3|8,58.6844,120,1
0,b2,3,1|3|9,58.9387,120,1
0,b2,3,1|4|5,52.3974,120,1
0,b2,3,1|4|6,54.7070,120,1
0,b2,3,1|4|7,53.2526,120,1
0,b2,3,1|4|8,55.2465,120,1
0,b2,3,1|4|9,56.5059,120,1
0,b2,3,1|5|6,56.6274,120,1
0,b2,3,1|5|7,55.8839,120,1
0,b2,3,1|5|8,56.9892,120,1
0,b2,3,1|5|9,58.0383,120,1
0,b2,3,1|6|7,57.2389,120,1
0,b2,3,1|6|8,57.1683,120,1
0,b2,3,1|6|9,58.8316,120,1
0,b2,3,1|7|8,55.0743,120,1
0,b2,3,1|7|9,57.8011,120,1
0,b2,3,1|8|9,57.0060,120,1
0,b2,3,2|3|4,51.9487,120,1
0,b2,3,2|3|5,56.9059,120,1
0,b2,3,2|3|6,57.0054,120,1
0,b2,3,2|3|7,59.4614,120,1
0,b2,3,2|3|8,59.8804,120,1
0,b2,3,2|3|9,60.6354,120,1
0,b2,3,2|4|5,55.2197,120,1
0,b2,3,2|4|6,59.0688,120,1
0,b2,3,2|4|7,60.5321,120,1
0,b2,3,2|4|8,62.1266,120,1
0,b2,3,2|4|9,60.8348,120,1
0,b2,3,2|5|6,62.8322,120,1
0,b2,3,2|5|7,63.5033,120,1
0,b2,3,2|5|8,63.5670,120,1
0,b2,3,2|5|9,64.9394,120,1
0,b2,3,2|6|7,64.5229,120,1
0,b2,3,2|6|8,64.6527,120,1
0,b2,3,2|6|9,66.0649,120,1
0,b2,3,2|7|8,64.5347,120,1
0,b2,3,2|7|9,64.5178,120,1
0,b2,3,2|8|9,63.6132,120,1
0,b2,3,3|4|5,52.4987,120,1
0,b2,3,3|4|6,57.8132,120,1
0,b2,3,3|4|7,58.7728,120,1
0,b2,3,3|4|8,57.8138,120,1
0,b2,3,3|4|9,58.0799,120,1
0,b2,3,3|5|6,64.3838,120,1
0,b2,3,3|5|7,64.7015,120,1
0,b2,3,3|5|8,63.9382,120,1
0,b2,3,3|5|9,66.2025,120,1
0,b2,3,3|6|7,65.4313,120,1
0,b2,3,3|6|8,63.8860,120,1
0,b2,3,3|6|9,65.5339,120,1
0,b2,3,3|7|8,63.8918,120,1
0,b2,3,3|7|9,63.9981,120,1
0,b2,3,3|8|9,62.2288,120,1
0,b2,3,4|5|6,59.5804,120,1
0,b2,3,4|5|7,58.9739,120,1
0,b2,3,4|5|8,61.0226,120,1
0,b2,3,4|5|9,60.9072,120,1
0,b2,3,4|6|7,59.6513,120,1
0,b2,3,4|6|8,59.6240,120,1
0,b2,3,4|6|9,60.0616,120,1
0,b2,3,4|7|8,58.6424,120,1
0,b2,3,4|7|9,60.4685,120,1
0,b2,3,4|8|9,56.5274,120,1
0,b2,3,5|6|7,62.9391,120,1
0,b2,3,5|6|8,62.9921,120,1
0,b2,3,5|6|9,66.5348,120,1
0,b2,3,5|7|8,61.6105,120,1
0,b2,3,5|7|9,63.8389,120,1
0,b2,3,5|8|9,64.1150,120,1
0,b2,3,6|7|8,61.4720,120,1
0,b2,3,6|7|9,62.4572,120,1
0,b2,3,6|8|9,61.5490,120,1
0,b2,3,7|8|9,59.3081,120,1
0,b2,4,0|1|2|3,29.9057,210,1
0,b2,4,0|1|2|4,37.2605,210,1
0,b2,4,0|1|2|5,38.1068,210,1
0,b2,4,0|1|2|6,44.8301,210,1
0,b2,4,0|1|2|7,43.4784,210,1
0,b2,4,0|1|2|8,43.9573,210,1
0,b2,4,0|1|2|9,41.7237,210,1
0,b2,4,0|1|3|4,35.7074,210,1
0,b2,4,0|1|3|5,42.0120,210,1
0,b2,4,0|1|3|6,47.0916,210,1
0,b2,4,0|1|3|7,44.4821,210,1
0,b2,4,0|1|3|8,46.3767,210,1
0,b2,4,0|1|3|9,41.2490,210,1
0,b2,4,0|1|4|5,37.9535,210,1
0,b2,4,0|1|4|6,41.8650,210,1
0,b2,4,0|1|4|7,38.9058,210,1
0,b2,4,0|1|4|8,44.3019,210,1
0,b2,4,0|1|4|9,40.5669,210,1
0,b2,4,0|1|5|6,40.8154,210,1
0,b2,4,0|1|5|7,39.3557,210,1
0,b2,4,0|1|5|8,42.2433,210,1
0,b2,4,0|1|5|9,41.0286,210,1
0,b2,4,0|1|6|7,41.3678,210,1
0,b2,4,0|1|6|8,42.3826,210,1
0,b2,4,0|1|6|9,42.3179,210,1
0,b2,4,0|1|7|8,43.0595,210,1
0,b2,4,0|1|7|9,43.0328,210,1
0,b2,4,0|1|8|9,41.4133,210,1
0,b2,4,0|2|3|4,46.9668,210,1
0,b2,4,0|2|3|5,53.8040,210,1
0,b2,4,0|2|3|6,53.2456,210,1
0,b2,4,0|2|3|7,53.5869,210,1
0,b2,4,0|2|3|8,55.0520,210,1
0,b2,4,0|2|3|9,53.9561,210,1
0,b2,4,0|2|4|5,52.1837,210,1
0,b2,4,0|2|4|6,58.3798,210,1
0,b2,4,0|2|4|7,54.6222,210,1
0,b2,4,0|2|4|8,58.5719,210,1
0,b2,4,0|2|4|9,57.7640,210,1
0,b2,4,0|2|5|6,58.0528,210,1
0,b2,4,0|2|5|7,56.1968,210,1
0,b2,4,0|2|5|8,60.8950,210,1
0,b2,4,0|2|5|9,60.4557,210,1
0,b2,4,0|2|6|7,59.6657,210,1
0,b2,4,0|2|6|8,61.3880,210,1
0,b2,4,0|2|6|9,62.8519,210,1
0,b2,4,0|2|7|8,59.5435,210,1
0,b2,4,0|2|7|9,60.3737,210,1
0,b2,4,0|2|8|9,59.1611,210,1
0,b2,4,0|3|4|5,46.7925,210,1
0,b2,4,0|3|4|6,57.3821,210,1
0,b2,4,0|3|4|7,53.6624,210,1
0,b2,4,0|3|4|8,56.9847,210,1
0,b2,4,0|3|4|9,55.3380,210,1
0,b2,4,0|3|5|6,60.7342,210,1
0,b2,4,0|3|5|7,58.9986,210,1
0,b2,4,0|3|5|8,61.7489,210,1
0,b2,4,0|3|5|9,61.0711,210,1
0,b2,4,0|3|6|7,62.3276,210,1
0,b2,4,0|3|6|8,62.9739,210,1
0,b2,4,0|3|6|9,62.8186,210,1
0,b2,4,0|3|7|8,60.5076,210,1
0,b2,4,0|3|7|9,59.6234,210,1
0,b2,4,0|3|8|9,58.2616,210,1
0,b2,4,0|4|5|6,52.0932,210,1
0,b2,4,0|4|5|7,49.7806,210,1
0,b2,4,0|4|5|8,55.3405,210,1
0,b2,4,0|4|5|9,55.3315,210,1
0,b2,4,0|4|6|7,56.2388,210,1
0,b2,4,0|4|6|8,59.7063,210,1
0,b2,4,0|4|6|9,60.1250,210,1
0,b2,4,0|4|7|8,55.3184,210,1
0,b2,4,0|4|7|9,55.7349,210,1
0,b2,4,0|4|8|9,54.4737,210,1
0,b2,4,0|5|6|7,56.1149,210,1
0,b2,4,0|5|6|8,57.7015,210,1
0,b2,4,0|5|6|9,59.8754,210,1
0,b2,4,0|5|7|8,57.1042,210,1
0,b2,4,0|5|7|9,58.5577,210,1
0,b2,4,0|5|8|9,58.5195,210,1
0,b2,4,0|6|7|8,55.7304,210,1
0,b2,4,0|6|7|9,57.3235,210,1
0,b2,4,0|6|8|9,56.1458,210,1
0,b2,4,0|7|8|9,53.7244,210,1
0,b2,4,1|2|3|4,36.2038,210,1
0,b2,4,1|2|3|5,43.6749,210,1
0,b2,4,1|2|3|6,42.4039,210,1
0,b2,4,1|2|3|7,41.8402,210,1
0,b2,4,1|2|3|8,44.2619,210,1
0,b2,4,1|2|3|9,45.4484,210,1
0,b2,4,1|2|4|5,46.7705,210,1
0,b2,4,1|2|4|6,51.6540,210,1
0,b2,4,1|2|4|7,50.3094,210,1
0,b2,4,1|2|4|8,53.0482,210,1
0,b2,4,1|2|4|9,53.8442,210,1
0,b2,4,1|2|5|6,54.8421,210,1
0,b2,4,1|2|5|7,50.5699,210,1
0,b2,4,1|2|5|8,54.9103,210,1
0,b2,4,1|2|5|9,55.1156,210,1
0,b2,4,1|2|6|7,55.6816,210,1
0,b2,4,1|2|6|8,54.8323,210,1
0,b2,4,1|2|6|9,56.5959,210,1
0,b2,4,1|2|7|8,54.4207,210,1
0,b2,4,1|2|7|9,55.6338,210,1
0,b2,4,1|2|8|9,53.9835,210,1
0,b2,4,1|3|4|5,45.4153,210,1
0,b2,4,1|3|4|6,50.0674,210,1
0,b2,4,1|3|4|7,50.0417,210,1
0,b2,4,1|3|4|8,53.6320,210,1
0,b2,4,1|3|4|9,51.9547,210,1
0,b2,4,1|3|5|6,55.1368,210,1
0,b2,4,1|3|5|7,53.0616,210,1
0,b2,4,1|3|5|8,55.7021,210,1
0,b2,4,1|3|5|9,55.1129,210,1
0,b2,4,1|3|6|7,56.5817,210,1
0,b2,4,1|3|6|8,56.3400,210,1
0,b2,4,1|3|6|9,58.4990,210,1
0,b2,4,1|3|7|8,56.0691,210,1
0,b2,4,1|3|7|9,57.2751,210,1
0,b2,4,1|3|8|9,55.0018,210,1
0,b2,4,1|4|5|6,47.8753,210,1
0,b2,4,1|4|5|7,45.7892,210,1
0,b2,4,1|4|5|8,52.6854,210,1
0,b2,4,1|4|5|9,54.2818,210,1
0,b2,4,1|4|6|7,50.4716,210,1
0,b2,4,1|4|6|8,50.5985,210,1
0,b2,4,1|4|6|9,52.8112,210,1
0,b2,4,1|4|7|8,52.9977,210,1
0,b2,4,1|4|7|9,52.7057,210,1
0,b2,4,1|4|8|9,52.1543,210,1
0,b2,4,1|5|6|7,51.2690,210,1
0,b2,4,1|5|6|8,52.4902,210,1
0,b2,4,1|5|6|9,54.3410,210,1
0,b2,4,1|5|7|8,51.8981,210,1
0,b2,4,1|5|7|9,52.6668,210,1
0,b2,4,1|5|8|9,53.6339,210,1
0,b2,4,1|6|7|8,51.5919,210,1
0,b2,4,1|6|7|9,53.9588,210,1
0,b2,4,1|6|8|9,49.8803,210,1
0,b2,4,1|7|8|9,48.3604,210,1
